MLSNum,HouseStatus,StatusChangeTimestamp,PropType,ListPrice,ClosePrice,Address,City,Acres,SqFtTotal,SqFtEstHeatedAboveGrade,StyleorRentType,RoomsTotal,BedsTotal,Bathrooms,GaragePark,YearBuilt,DaysonMarket,AgentID,listingagent,PhoneNumber,Email,Year,Year_Month,Day_of_Week
170472558,CLSD,2022-04-19,SF,325000,325000.0,97 Moreland Ave,Newington,0.19,2064,1056,Ranch,7,3,2.0,"1 Car/Attached Garage, Paved",1974,5,805,Debbie Jaffe,8604436367,debbiejaffe@example.com,2022,2022-04,Tuesday
170499734,CLSD,2022-08-21,SF,299900,325318.0,115 Summit St,Newington,0.28,1716,1188,Raised Ranch,6,3,1.5,2 Car/Under House Garage,1981,5,806,Terri W Balavender,8600302277,terriwbalavender@example.com,2022,2022-08,Sunday
170472131,CLSD,2022-04-05,SF,289900,327500.0,96 Reservoir Rd,Newington,0.3,1548,1548,Ranch,6,3,2.0,1 Car/Attached Garage,1953,2,807,Michael H Truong,9595049528,michaelhtruong@example.com,2022,2022-04,Tuesday
170464974,CLSD,2022-03-25,SF,325000,330000.0,28 Windmill Ln,Newington,0.51,1959,1259,Ranch,5,3,2.0,2 Car/Attached Garage,1963,7,808,Carly Lucier,4757882720,carlylucier@example.com,2022,2022-03,Friday
170462644,CLSD,2022-04-08,SF,298000,330000.0,550 Fenn Rd,Newington,0.23,1884,1484,Ranch,7,3,2.0,1 Car/Attached Garage,1960,2,809,Carol Gantner,4756603513,carolgantner@example.com,2022,2022-04,Friday
170466856,CLSD,2022-05-03,SF,335900,338000.0,104 Superior Ave,Newington,0.22,1760,1360,Ranch,5,3,2.0,2 Car/Detached Garage,1959,12,810,Stephanie Hughes,9594212079,stephaniehughes@example.com,2022,2022-05,Tuesday
170508202,CLSD,2022-10-05,SF,339900,339900.0,264 Old Farm Dr,Newington,0.22,2240,1232,Ranch,6,3,2.0, Car/Paved,1964,14,811,Lon A Norton,4750123202,lonanorton@example.com,2022,2022-10,Wednesday
170508208,CLSD,2022-09-16,SF,289900,290000.0,21 Ridgemount Dr,Wethersfield,0.25,2748,1764,Colonial,7,3,1.5,2 Car/Attached Garage,1974,6,811,Lon A Norton,4750123202,lonanorton@example.com,2022,2022-09,Friday
170526296,CLSD,2022-11-14,SF,320000,340000.0,680 Church St,Newington,0.54,1900,1300,Ranch,4,3,2.0,"1 Car/Attached Garage, Under House Garage",1970,6,812,Neil Thomas,2035843272,neilthomas@example.com,2022,2022-11,Monday
170507614,CLSD,2022-08-21,SF,310000,340000.0,42 Camp Ave,Newington,0.18,1722,1722,Colonial,6,3,1.5, Car/Driveway,1921,4,813,Andrew Bedford,8607704022,andrewbedford@example.com,2022,2022-08,Sunday
170486850,CLSD,2022-06-10,SF,299900,354000.0,34 Indian Hill Rd,Newington,0.25,2040,1040,Ranch,6,3,2.0,"2 Car/Tandem, Attached Garage",1951,2,814,Cheryl E Arcidiacono,9595368948,cherylearcidiacono@example.com,2022,2022-06,Friday
170486796,CLSD,2022-07-14,SF,339000,360000.0,29 Thornton Dr,Newington,0.38,2428,1672,Ranch,6,3,2.0,2 Car/Attached Garage,1953,3,815,Christopher D Callahan,2030836654,christopherdcallahan@example.com,2022,2022-07,Thursday
170539721,CLSD,2023-01-19,SF,250000,250000.0,40 Bel Aire Dr,Plainville,0.47,1178,1178,Ranch,5,3,1.5,1 Car/Attached Garage,1966,5,815,Christopher D Callahan,2030836654,christopherdcallahan@example.com,2023,2023-01,Thursday
170494682,CLSD,2022-07-01,SF,349900,370000.0,113 Cambridge Dr,Newington,0.28,1254,1254,Split Level,7,3,2.0,2 Car/Attached Garage,1969,1,816,Roman Egorov,8602614619,romanegorov@example.com,2022,2022-07,Friday
170473423,CLSD,2022-05-03,SF,369900,381500.0,116 Cambridge Dr,Newington,0.27,1638,1638,Raised Ranch,7,3,2.0,2 Car/Attached Garage,1969,13,817,Katarzyna Piekut,2031625917,katarzynapiekut@example.com,2022,2022-05,Tuesday
170527978,CLSD,2022-11-09,SF,390000,400000.0,161 School House Rd,Newington,0.38,1742,1742,Raised Ranch,7,3,1.5,2 Car/Attached Garage,1972,4,818,jamie J Kablik,2037560178,jamiejkablik@example.com,2022,2022-11,Wednesday
170504423,CLSD,2022-11-01,SF,419000,410000.0,48 Ridgewood Rd,Newington,0.77,2160,1740,Ranch,6,3,1.5,2 Car/Attached Garage,1956,10,819,Sebby Giannone,4754555053,sebbygiannone@example.com,2022,2022-11,Tuesday
170488608,CLSD,2022-07-01,SF,445000,470000.0,375 Church St,Newington,0.53,3258,1825,Ranch,6,3,2.0,"6 Car/Attached Garage, Detached Garage",1987,3,820,Reno Denovellis,8608917567,renodenovellis@example.com,2022,2022-07,Friday
170547427,CLSD,2023-03-05,SF,449999,485000.0,68 Indian Hill Rd,Newington,0.31,2270,2270,Ranch,6,3,2.0,2 Car/Attached Garage,1951,3,821,Nicholas Pizzoferrato,8602445259,nicholaspizzoferrato@example.com,2023,2023-03,Sunday
170502497,CLSD,2022-09-30,SF,148720,148720.0,40 Hughes St,Plainville,0.23,1696,1696,Colonial,7,3,1.5,1 Car/Detached Garage,1937,40,823,Dennis D Oliveira,8607028474,dennisdoliveira@example.com,2022,2022-09,Friday
170513374,CLSD,2022-09-21,SF,199900,201000.0,121 Bohemia St,Plainville,0.27,1433,1433,"Cape Cod, Bungalow",6,3,2.0, Car/Off Street Parking,1925,13,824,Joseph Harvey,9598211181,josephharvey@example.com,2022,2022-09,Wednesday
170466105,CLSD,2022-04-06,SF,204900,205000.0,127 E. Main St,Plainville,0.21,1395,1395,Bungalow,7,3,1.5, Car/Off Street Parking,1880,15,825,Ann Marie Micacci,9597274626,annmariemicacci@example.com,2022,2022-04,Wednesday
170467529,CLSD,2022-07-11,SF,495000,500000.0,61 Craigmoor Rd,West Hartford,0.38,2642,2198,Colonial,8,3,2.0,1 Car/Attached Garage,1947,5,826,Diane Barry Team,4757566896,dianebarryteam@example.com,2022,2022-07,Monday
170528089,CLSD,2022-12-12,SF,215900,216000.0,16 Wayne Dr,Plainville,0.2,1176,1176,Ranch,6,3,2.0," Car/Driveway, Off Street Parking",1943,25,826,Diane Barry Team,4757566896,dianebarryteam@example.com,2022,2022-12,Monday
170493566,CLSD,2022-08-27,SF,349900,340000.0,36 Belle Vista Hts,Portland,0.34,1812,1812,Colonial,6,3,2.0,2 Car/Attached Garage,1994,22,827,Joshua M Brown,8603249930,joshuambrown@example.com,2022,2022-08,Saturday
170513975,CLSD,2022-12-22,SF,224900,232000.0,10 Atwood St,Plainville,0.11,1306,1306,Colonial,6,3,1.5, Car/Driveway,1949,5,827,Joshua M Brown,8603249930,joshuambrown@example.com,2022,2022-12,Thursday
170518551,CLSD,2023-01-12,SF,259900,235000.0,22 Bicycle St,Plainville,0.15,1329,1329,Colonial,7,3,2.0, Car/Off Street Parking,1900,76,828,Maura Williams,2039468578,maurawilliams@example.com,2023,2023-01,Thursday
170472638,CLSD,2022-06-14,SF,239900,235000.0,19 Timber Hill Rd,Plainville,0.47,1130,1130,Ranch,5,3,1.5,"1 Car/Attached Garage, Paved",1966,36,829,Oz Pariser,9592004263,ozpariser@example.com,2022,2022-06,Tuesday
170514632,CLSD,2022-09-21,SF,249900,270000.0,138 Trumbull Ave,Plainville,0.16,1504,1504,Colonial,6,3,2.0," Car/Paved, Driveway, Off Street Parking",1926,2,829,Oz Pariser,9592004263,ozpariser@example.com,2022,2022-09,Wednesday
170463510,CLSD,2022-04-26,SF,249900,242000.0,32 Ledge Rd,Plainville,0.27,1246,1246,Colonial,5,3,2.0, Car/Off Street Parking,1909,81,830,Traci Schneider,8607558613,tracischneider@example.com,2022,2022-04,Tuesday
170483467,CLSD,2022-05-17,SF,214900,245000.0,42 Basswood St,Plainville,0.18,2336,1711,Raised Ranch,6,3,2.0,1 Car/Under House Garage,1983,5,831,Rose Zwolak,4759152678,rosezwolak@example.com,2022,2022-05,Tuesday
170521569,CLSD,2022-10-19,SF,225000,250000.0,90 Pershing Dr,Plainville,0.16,1180,1180,Ranch,5,3,1.5,1 Car/Detached Garage,1943,3,832,P. Leslie Slater,8601969003,p.leslieslater@example.com,2022,2022-10,Wednesday
170468734,CLSD,2022-03-28,SF,229000,252000.0,81 Shuttle Meadow Rd,Plainville,0.36,1696,1376,Split Level,6,3,2.0,2 Car/Attached Garage,1967,6,833,Kathy Veneziano,9598002100,kathyveneziano@example.com,2022,2022-03,Monday
170465238,CLSD,2022-04-03,SF,279900,260000.0,11 Schenone Ct,Plainville,0.35,1148,1004,Ranch,6,3,2.0,1 Car/Carport,1965,4,834,Kurt C Bauknecht,4756749757,kurtcbauknecht@example.com,2022,2022-04,Sunday
170518184,CLSD,2022-10-03,SF,259000,265000.0,43 Hughes St,Plainville,0.17,1260,1260,Cape Cod,5,3,1.5,1 Car/Detached Garage,1950,2,835,Suzie Larson,4751236514,suzielarson@example.com,2022,2022-10,Monday
170516407,CLSD,2022-09-26,SF,259900,265000.0,17 Birch Tree Rd,Plainville,0.22,912,912,Ranch,5,3,2.0,1 Car/Attached Garage,1961,3,836,Marta Oko,4755847737,martaoko@example.com,2022,2022-09,Monday
170488859,CLSD,2022-07-25,SF,299900,270000.0,30 Wheeler Ln,Plainville,0.26,1616,1184,Raised Ranch,5,3,2.0,2 Car/Under House Garage,1989,3,837,Donna Sienko,9594142317,donnasienko@example.com,2022,2022-07,Monday
170530095,CLSD,2022-12-01,SF,289900,279900.0,24 Burnside Ave,Plainville,0.3,1390,1390,Cape Cod,6,3,2.0,1 Car/Attached Garage,1947,2,838,Sherry Cosmos,4755212903,sherrycosmos@example.com,2022,2022-12,Thursday
170451186,CLSD,2022-03-30,SF,239900,240100.0,219 Crest St,Wethersfield,0.17,1486,1486,"Bungalow, Cottage",7,3,1.5, Car/Other,1920,100,839,Michael Delgreco,4758724310,michaeldelgreco@example.com,2022,2022-03,Wednesday
170461510,CLSD,2022-04-01,SF,149900,149900.0,146 High St,Vernon,0.36,1560,1560,Cape Cod,6,3,2.0,1 Car/Attached Garage,1950,53,839,Michael Delgreco,4758724310,michaeldelgreco@example.com,2022,2022-04,Friday
170478548,CLSD,2022-07-31,SF,344900,340000.0,68 Bourbon St,South Windsor,0.56,1331,1331,Ranch,6,3,2.0,1 Car/Attached Garage,1984,34,839,Michael Delgreco,4758724310,michaeldelgreco@example.com,2022,2022-07,Sunday
170491831,CLSD,2022-07-06,SF,250000,280000.0,33 Hemingway St,Plainville,0.28,1496,1496,Split Level,7,3,2.0, Car/Off Street Parking,1961,8,839,Michael Delgreco,4758724310,michaeldelgreco@example.com,2022,2022-07,Wednesday
170532953,CLSD,2023-01-12,SF,324900,338000.0,179 Taft Ln,Windsor Locks,0.48,1512,1512,Cape Cod,6,3,1.5, Car/Off Street Parking,1966,14,839,Michael Delgreco,4758724310,michaeldelgreco@example.com,2023,2023-01,Thursday
170540491,CLSD,2023-02-08,SF,329900,310000.0,63 Pond Rd,Windsor,0.29,1290,1290,Raised Ranch,6,3,1.5,2 Car/Attached Garage,1976,25,839,Michael Delgreco,4758724310,michaeldelgreco@example.com,2023,2023-02,Wednesday
170468464,CLSD,2022-04-19,SF,269900,285000.0,40 Prentice St,Plainville,0.16,1212,1212,Colonial,6,3,2.0, Car/Paved,1921,4,840,Joe Smith,2036098960,joesmith@example.com,2022,2022-04,Tuesday
170458804,CLSD,2022-04-21,SF,279900,285000.0,171 Stillwell Dr,Plainville,0.31,2010,1570,Raised Ranch,6,3,1.5,2 Car/Attached Garage,1975,68,841,Doreen Corriveau,2034588423,doreencorriveau@example.com,2022,2022-04,Thursday
170524283,CLSD,2022-10-26,SF,299900,310000.0,25 Maxine Rd,Plainville,0.34,1927,1567,Raised Ranch,7,3,2.0, Car/Driveway,1964,2,841,Doreen Corriveau,2034588423,doreencorriveau@example.com,2022,2022-10,Wednesday
170543145,CLSD,2023-02-16,SF,304900,304900.0,152 Hilltop Rd,Plainville,0.33,1680,1680,Split Level,7,3,1.5, Car/Carport,1963,42,841,Doreen Corriveau,2034588423,doreencorriveau@example.com,2023,2023-02,Thursday
170474040,CLSD,2022-04-19,SF,265000,290000.0,202 Red Stone Hl,Plainville,0.44,1950,1950,Split Level,7,3,2.0,2 Car/Attached Garage,1981,2,842,Bob Rouillard,2039219519,bobrouillard@example.com,2022,2022-04,Tuesday
170545000,CLSD,2023-03-02,SF,299000,311000.0,6 Pinecrest Dr,Plainville,0.17,1754,1501,Split Level,7,3,2.0, Car/Off Street Parking,1968,8,843,Inez E St. James,8601275430,inezest.james@example.com,2023,2023-03,Thursday
170546207,CLSD,2023-03-08,SF,330000,348500.0,143 Grove St,West Hartford,0.19,1828,1428,Cape Cod,7,3,2.0, Car/Off Street Parking,1988,2,843,Inez E St. James,8601275430,inezest.james@example.com,2023,2023-03,Wednesday
170482761,CLSD,2022-06-02,SF,299900,317500.0,37 Fleetwood Dr,Plainville,0.45,1676,1676,Raised Ranch,7,3,2.0,"2 Car/Attached Garage, Under House Garage",1974,8,844,Jorge A Zea,8607930427,jorgeazea@example.com,2022,2022-06,Thursday
170518285,CLSD,2022-12-06,SF,325000,325000.0,24 Ivy Rd,Plainville,0.23,1626,1626,Colonial,6,3,1.5,1 Car/Attached Garage,1961,27,845,Daniel K Bielert,8606101381,danielkbielert@example.com,2022,2022-12,Tuesday
170497915,CLSD,2022-08-05,SF,334900,325000.0,42 Farmstead Ln,Plainville,0.26,2338,1338,Ranch,7,3,1.5,2 Car/Attached Garage,1963,9,846,Erin Mancino,4754966823,erinmancino@example.com,2022,2022-08,Friday
170470935,CLSD,2022-06-07,SF,369000,354000.0,58 Skyline Dr,Plainville,0.34,1736,1736,Colonial,7,3,1.5,2 Car/Attached Garage,1964,16,847,Sandi Liquindoli,2034021277,sandiliquindoli@example.com,2022,2022-06,Tuesday
170514399,CLSD,2022-09-26,SF,339900,340000.0,60 Willow St,South Windsor,0.45,1362,1074,Split Level,6,3,2.0,1 Car/Attached Garage,1957,8,847,Sandi Liquindoli,2034021277,sandiliquindoli@example.com,2022,2022-09,Monday
170517451,CLSD,2022-08-24,SF,382340,382340.0,0 Willow Brook Estates Unit 1,Plainville,0.0,1444,1444,Ranch,6,3,2.0,2 Car/Attached Garage,2022,0,848,Renee Meuse,9595301193,reneemeuse@example.com,2022,2022-08,Wednesday
170484466,CLSD,2022-06-30,SF,235000,240000.0,439 Main St,Portland,0.34,1772,1772,Cape Cod,6,3,1.5,1 Car/Attached Garage,1937,19,853,Angela Ruel,8608181018,angelaruel@example.com,2022,2022-06,Thursday
170489985,CLSD,2022-06-10,SF,349000,370000.0,171 Rose Hill Rd,Portland,0.72,1220,1220,Ranch,5,3,1.5,1 Car/Attached Garage,1959,1,854,James A Harrington,4750961833,jamesaharrington@example.com,2022,2022-06,Friday
170535150,CLSD,2022-12-20,SF,249900,255000.0,38 Wellwyn Dr,Portland,0.33,1200,1200,Ranch,5,3,2.0,1 Car/Under House Garage,1964,3,854,James A Harrington,4750961833,jamesaharrington@example.com,2022,2022-12,Tuesday
170464097,CLSD,2022-04-22,SF,249900,262000.0,43 High St,Portland,0.26,1674,1572,Cape Cod,6,3,1.5, Car/Off Street Parking,1951,3,855,Joanne O'brien,8601806586,joanneo'brien@example.com,2022,2022-04,Friday
170518321,CLSD,2022-09-23,SF,358000,365000.0,118 Isinglass Hill Rd,Portland,1.57,1246,1246,Ranch,6,3,2.0,2 Car/Attached Garage,1965,6,856,Deborah A Walden,8609775423,deborahawalden@example.com,2022,2022-09,Friday
170540181,CLSD,2023-01-31,SF,265000,276000.0,135 Bartlett St,Portland,0.36,1600,1312,Colonial,6,3,2.0," Car/Driveway, Off Street Parking",1933,6,856,Deborah A Walden,8609775423,deborahawalden@example.com,2023,2023-01,Tuesday
170492049,CLSD,2022-07-27,SF,275000,280000.0,55 E. Main St,Portland,0.23,1526,1526,Cape Cod,6,3,2.0,1 Car/Detached Garage,1921,18,857,Cynthia M Bahl,2037944363,cynthiambahl@example.com,2022,2022-07,Wednesday
170512535,CLSD,2022-10-05,SF,287500,300000.0,17 E. Main St,Portland,0.21,1640,1640,Colonial,7,3,1.5,"2 Car/Detached Garage, Driveway",1918,4,858,Maria V Puorro,9598371936,mariavpuorro@example.com,2022,2022-10,Wednesday
170517617,CLSD,2022-10-31,SF,305900,330000.0,1 Gloria Hts,Portland,0.36,2212,1458,Ranch,6,3,2.0,2 Car/Attached Garage,1960,2,859,Angela Aresco,4758036964,angelaaresco@example.com,2022,2022-10,Monday
170515875,CLSD,2022-08-31,SF,325000,330000.0,88 Bartlett St,Portland,0.37,1626,1626,Ranch,6,3,1.5,2 Car/Under House Garage,1955,2,860,Kellee Smith,9595846634,kelleesmith@example.com,2022,2022-08,Wednesday
170467679,CLSD,2022-04-19,SF,299000,331000.0,5 Ann St,Portland,0.37,1880,1592,Split Level,6,3,1.5,1 Car/Under House Garage,1965,4,861,John Michael Varrone,4756821785,johnmichaelvarrone@example.com,2022,2022-04,Tuesday
170518952,CLSD,2022-10-24,SF,339000,355000.0,20 Brooks Ln,Portland,0.85,2135,1615,Ranch,6,3,2.0,2 Car/Under House Garage,1956,5,862,Cheryl L Zalewski,8600590296,cheryllzalewski@example.com,2022,2022-10,Monday
170502078,CLSD,2022-08-14,SF,389900,400000.0,2 Joelle Dr,Portland,0.59,2536,1936,Ranch,6,3,2.0,2 Car/Attached Garage,1961,3,863,Caroline M Andrukiewicz,8603948074,carolinemandrukiewicz@example.com,2022,2022-08,Sunday
170467614,CLSD,2022-04-09,SF,215000,217000.0,10 Overlook Ter,Rocky Hill,0.2,1269,1269,Cape Cod,5,3,1.5,1 Car/Detached Garage,1930,4,864,Todd Farris,8601922236,toddfarris@example.com,2022,2022-04,Saturday
170472088,CLSD,2022-05-16,SF,234900,225000.0,26 Courtney Dr,Rocky Hill,0.71,1470,1470,Ranch,7,3,2.0,2 Car/Attached Garage,1951,28,865,Lori Shields,2031655359,lorishields@example.com,2022,2022-05,Monday
170475511,CLSD,2022-07-20,SF,254900,263500.0,50 Jay St,Wethersfield,0.22,2515,1651,"Cape Cod, Bungalow",6,3,2.0, Car/Barn,1925,13,865,Lori Shields,2031655359,lorishields@example.com,2022,2022-07,Wednesday
170476366,CLSD,2022-06-17,SF,289300,270000.0,139 Forest St,Rocky Hill,0.48,1116,1116,Ranch,6,3,2.0,1 Car/Attached Garage,1960,15,866,Diane J Gombieski,2033097874,dianejgombieski@example.com,2022,2022-06,Friday
170470464,CLSD,2022-04-21,SF,279900,322000.0,330 Brimfield Rd,Wethersfield,0.22,1836,1236,Ranch,6,3,2.0,1 Car/Attached Garage,1951,1,867,Dawn E Satagaj,2033129489,dawnesatagaj@example.com,2022,2022-04,Thursday
170486765,CLSD,2022-06-11,SF,379900,385500.0,12 Webber Rd,Rocky Hill,0.46,1692,1692,Ranch,6,3,1.5,2 Car/Attached Garage,1958,8,867,Dawn E Satagaj,2033129489,dawnesatagaj@example.com,2022,2022-06,Saturday
170516698,CLSD,2022-11-05,SF,349900,360000.0,22 Highcrest Rd,Wethersfield,0.34,1452,1452,Colonial,6,3,2.0," Car/Paved, Driveway, Off Street Parking",1926,50,867,Dawn E Satagaj,2033129489,dawnesatagaj@example.com,2022,2022-11,Saturday
170517902,CLSD,2022-10-07,SF,299900,300000.0,22 Fern St,Rocky Hill,0.5,1404,1404,Cape Cod,6,3,2.0, Car/Driveway,1953,11,867,Dawn E Satagaj,2033129489,dawnesatagaj@example.com,2022,2022-10,Friday
170531437,CLSD,2022-12-02,SF,279900,285000.0,60 Brook St,Rocky Hill,0.55,1512,1512,Colonial,6,3,1.5,1 Car/Attached Garage,1966,6,867,Dawn E Satagaj,2033129489,dawnesatagaj@example.com,2022,2022-12,Friday
170481574,CLSD,2022-06-14,SF,289900,298000.0,2670 Main St,Rocky Hill,0.31,1442,1442,Colonial,6,3,1.5,1 Car/Under House Garage,1948,29,868,Kenneth D Rattet,2033510671,kennethdrattet@example.com,2022,2022-06,Tuesday
170473499,CLSD,2022-05-18,SF,344900,345000.0,549 Old Main St,Rocky Hill,0.39,1834,1834,Raised Ranch,6,3,2.0,2 Car/Attached Garage,1972,9,869,Daniela L Volo,4750551169,danielalvolo@example.com,2022,2022-05,Wednesday
170512986,CLSD,2022-10-14,SF,269900,264000.0,235 Benedict Dr,South Windsor,0.48,1564,1264,Split Level,8,3,1.5,1 Car/Attached Garage,1959,29,870,Kevin J Paradis,9595575187,kevinjparadis@example.com,2022,2022-10,Friday
170514189,CLSD,2022-09-21,SF,349900,370000.0,115 Raymond Rd,Rocky Hill,0.41,1920,1920,Raised Ranch,6,3,1.5,2 Car/Attached Garage,1974,7,870,Kevin J Paradis,9595575187,kevinjparadis@example.com,2022,2022-09,Wednesday
170502700,CLSD,2022-07-22,SF,359000,375000.0,20 Textbook Ave,Rocky Hill,0.46,2368,1248,Ranch,6,3,2.0,1 Car/Attached Garage,1960,1,871,Nichole Saponare,9591714335,nicholesaponare@example.com,2022,2022-07,Friday
170470589,CLSD,2022-05-16,SF,345000,375000.0,209 Starr Dr,Rocky Hill,0.26,1836,1836,Colonial,6,3,2.0,"1 Car/Attached Garage, Paved",1943,17,872,Liridona Ahmeti-Tishukaj,8604143631,liridonaahmeti-tishukaj@example.com,2022,2022-05,Monday
170472440,CLSD,2022-06-06,SF,299999,325000.0,43 Ruscan Rd,Wethersfield,0.24,1373,1373,Cape Cod,5,3,1.5,1 Car/Attached Garage,1949,5,873,Debi J Rozewski,2037812494,debijrozewski@example.com,2022,2022-06,Monday
170529636,CLSD,2022-11-23,SF,389999,382000.0,56 Barnyard Rd,Rocky Hill,0.35,1758,1758,Colonial,7,3,1.5,2 Car/Attached Garage,1976,9,873,Debi J Rozewski,2037812494,debijrozewski@example.com,2022,2022-11,Wednesday
170479545,CLSD,2022-05-09,SF,349900,390000.0,253 Pheasant Dr,Rocky Hill,0.4,1572,1572,Split Level,7,3,1.5,1 Car/Attached Garage,1977,3,874,Monica Jorge Yoder,2030623077,monicajorgeyoder@example.com,2022,2022-05,Monday
170454038,CLSD,2022-07-22,SF,280000,280000.0,329 Brookfield St,South Windsor,0.45,1465,1465,Ranch,6,3,2.0,1 Car/Attached Garage,1974,6,879,Catherine Evans,4755447486,catherineevans@example.com,2022,2022-07,Friday
170511005,CLSD,2022-09-30,SF,169900,150000.0,42 Hayes Rd,Simsbury,0.43,1054,1054,Ranch,6,3,1.5, Car/Carport,1956,10,879,Catherine Evans,4755447486,catherineevans@example.com,2022,2022-09,Friday
170520540,CLSD,2022-12-27,SF,199900,200000.0,434 Hopmeadow St,Simsbury,0.59,1308,1308,Ranch,7,3,1.5,2 Car/Attached Garage,1954,10,880,Charlie Kaylor,2034786169,charliekaylor@example.com,2022,2022-12,Tuesday
170528359,CLSD,2022-11-07,SF,349900,355000.0,30 Briarwood Rd,West Hartford,0.45,1554,1554,Colonial,7,3,1.5,2 Car/Attached Garage,1950,2,880,Charlie Kaylor,2034786169,charliekaylor@example.com,2022,2022-11,Monday
170531498,CLSD,2022-12-02,SF,310000,335000.0,62 Eastview Dr,Windsor,1.22,1833,1459,Cape Cod,6,3,1.5,2 Car/Attached Garage,1958,33,880,Charlie Kaylor,2034786169,charliekaylor@example.com,2022,2022-12,Friday
170542595,CLSD,2023-03-03,SF,325000,350000.0,432 Hopmeadow St,Simsbury,0.91,1664,1664,Colonial,8,3,2.0,2 Car/Carport,1941,31,880,Charlie Kaylor,2034786169,charliekaylor@example.com,2023,2023-03,Friday
170503568,CLSD,2022-12-28,SF,316000,209000.0,54 Simsbury Manor Dr,Simsbury,0.34,2202,1146,Raised Ranch,7,3,2.0,2 Car/Under House Garage,1963,121,881,Odalys Bekanich,2030686979,odalysbekanich@example.com,2022,2022-12,Wednesday
170468638,CLSD,2022-04-28,SF,219900,225000.0,6 Center St,Simsbury,0.12,1416,1416,Colonial,8,3,2.0, Car/On Street Parking,1900,15,882,Billie Reese,9590723712,billiereese@example.com,2022,2022-04,Thursday
170475422,CLSD,2022-05-27,SF,379000,442000.0,20 W. Maxwell Dr,West Hartford,0.27,2089,1604,Split Level,8,3,1.5,1 Car/Attached Garage,1958,3,882,Billie Reese,9590723712,billiereese@example.com,2022,2022-05,Friday
170496131,CLSD,2022-08-03,SF,399000,390000.0,26 Braeburn Rd,West Hartford,0.48,1753,1753,Cape Cod,8,3,2.0,2 Car/Attached Garage,1949,11,882,Billie Reese,9590723712,billiereese@example.com,2022,2022-08,Wednesday
170501355,CLSD,2022-08-03,SF,399000,400000.0,76 Bonny View Rd,West Hartford,0.26,2225,2225,Colonial,7,3,1.5,2 Car/Detached Garage,1940,6,882,Billie Reese,9590723712,billiereese@example.com,2022,2022-08,Wednesday
170541040,CLSD,2023-02-16,SF,234900,245000.0,26 Woodland St,Simsbury,0.34,1295,1295,Colonial,8,3,2.0, Car/Driveway,1883,3,883,Elaine D Groundwater,9593653761,elainedgroundwater@example.com,2023,2023-02,Thursday
170516769,CLSD,2022-11-23,SF,214900,250000.0,48 W. Point Ter,Simsbury,0.52,1134,1134,Ranch,6,3,1.5, Car/Carport,1958,5,884,Gail Gene Mercey,8609719633,gailgenemercey@example.com,2022,2022-11,Wednesday
170458175,CLSD,2022-07-01,SF,550000,550000.0,25 Holcomb St,Simsbury,22.41,1489,1489,Farm House,7,3,2.0,2 Car/Detached Garage,1883,71,885,Gina McDonald,9594733723,ginamcdonald@example.com,2022,2022-07,Friday
170492008,CLSD,2022-09-22,SF,269900,260000.0,16 Deer Park Rd,Simsbury,1.8,1652,1152,"Raised Ranch, Hi-Ranch",7,3,2.0,2 Car/Attached Garage,1976,37,885,Gina McDonald,9594733723,ginamcdonald@example.com,2022,2022-09,Thursday
170498187,CLSD,2022-08-25,SF,279000,270000.0,151 Bushy Hill Rd,Simsbury,0.57,1569,1569,Cape Cod,6,3,2.0,1 Car/Under House Garage,1940,33,886,Margaret O'keefe,2036090715,margareto'keefe@example.com,2022,2022-08,Thursday
170498191,CLSD,2022-08-29,SF,289000,289000.0,31 Price Blvd,West Hartford,0.13,1237,1237,Cape Cod,6,3,1.5,1 Car/Attached Garage,1938,15,886,Margaret O'keefe,2036090715,margareto'keefe@example.com,2022,2022-08,Monday
170522619,CLSD,2023-01-12,SF,274900,274900.0,9 Oxford Ct,Simsbury,0.23,1469,1469,Cape Cod,6,3,2.0,"2 Car/Detached Garage, Paved, Driveway",1927,46,887,Mike J Daly,9592399799,mikejdaly@example.com,2023,2023-01,Thursday
170520025,CLSD,2022-11-16,SF,284900,275000.0,7 Fairchild Rd,Simsbury,0.34,1337,1054,Ranch,7,3,1.5,"3 Car/Attached Garage, Carport",1956,77,888,Katie French,9596346867,katiefrench@example.com,2022,2022-11,Wednesday
170508777,CLSD,2022-08-29,SF,295000,289000.0,11 Wooster Rd,Simsbury,0.46,1306,1306,Cape Cod,6,3,1.5,1 Car/Detached Garage,1948,17,889,Stephanie Salerno,8604801961,stephaniesalerno@example.com,2022,2022-08,Monday
170467766,CLSD,2022-06-21,SF,349900,400000.0,34 August Rd,Simsbury,1.1,1582,1582,Ranch,7,3,2.0,2 Car/Attached Garage,1962,65,890,Jennifer Petron and Karen Mendes Team,8609960288,jenniferpetronandkarenmendesteam@example.com,2022,2022-06,Tuesday
170506255,CLSD,2022-09-06,SF,275000,290000.0,"5 Nutmeg Ct, Unit #5",Simsbury,0.0,1478,1293,Colonial,7,3,1.5,1 Car/Detached Garage,1978,10,890,Jennifer Petron and Karen Mendes Team,8609960288,jenniferpetronandkarenmendesteam@example.com,2022,2022-09,Tuesday
